@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,7-16'

@attribute Topic numeric
@attribute Stratification2 numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
8,5,19,'Screenings and Vaccines'
15,3,15,'Smoking and Alcohol Use'
32,6,29,'Nutrition/Physical Activity/Obesity'
29,2,29,'Overall Health'
16,7,35,'Mental Health'
2,6,4,'Overall Health'
16,5,46,'Mental Health'
13,3,51,'Screenings and Vaccines'
13,6,43,'Screenings and Vaccines'
8,2,42,'Screenings and Vaccines'
11,5,52,'Nutrition/Physical Activity/Obesity'
9,1,5,'Nutrition/Physical Activity/Obesity'
9,6,41,'Nutrition/Physical Activity/Obesity'
24,6,39,Caregiving
22,2,2,'Overall Health'
4,1,18,'Screenings and Vaccines'
28,5,11,'Overall Health'
21,5,18,'Overall Health'
35,6,39,'Overall Health'
34,7,12,'Overall Health'
1,4,43,'Mental Health'
11,5,7,'Nutrition/Physical Activity/Obesity'
9,6,12,'Nutrition/Physical Activity/Obesity'
13,7,23,'Screenings and Vaccines'
12,6,24,'Smoking and Alcohol Use'
13,1,25,'Screenings and Vaccines'
4,2,41,'Screenings and Vaccines'
14,4,40,'Screenings and Vaccines'
31,6,28,'Cognitive Decline'
25,4,37,Caregiving
35,4,23,'Overall Health'
35,1,32,'Overall Health'
18,4,46,'Cognitive Decline'
18,5,39,'Cognitive Decline'
35,5,16,'Overall Health'
16,1,26,'Mental Health'
24,7,39,Caregiving
20,7,41,'Overall Health'
15,1,8,'Smoking and Alcohol Use'
30,4,39,'Cognitive Decline'
20,2,28,'Overall Health'
19,2,13,'Overall Health'
24,2,39,Caregiving
13,4,21,'Screenings and Vaccines'
24,6,39,Caregiving
19,5,37,'Overall Health'
10,3,4,'Screenings and Vaccines'
12,6,52,'Smoking and Alcohol Use'
37,5,51,'Screenings and Vaccines'
15,3,4,'Smoking and Alcohol Use'
4,3,30,'Screenings and Vaccines'
39,7,26,'Overall Health'
19,7,2,'Overall Health'
11,6,42,'Nutrition/Physical Activity/Obesity'
38,4,7,'Overall Health'
29,6,7,'Overall Health'
4,5,47,'Screenings and Vaccines'
6,5,23,'Screenings and Vaccines'
9,6,36,'Nutrition/Physical Activity/Obesity'
11,2,8,'Nutrition/Physical Activity/Obesity'
16,2,54,'Mental Health'
9,6,47,'Nutrition/Physical Activity/Obesity'
31,6,39,'Cognitive Decline'
37,5,19,'Screenings and Vaccines'
28,6,51,'Overall Health'
18,2,37,'Cognitive Decline'
11,1,54,'Nutrition/Physical Activity/Obesity'
8,2,47,'Screenings and Vaccines'
22,4,8,'Overall Health'
26,5,34,Caregiving
11,2,43,'Nutrition/Physical Activity/Obesity'
15,7,27,'Smoking and Alcohol Use'
9,2,12,'Nutrition/Physical Activity/Obesity'
28,5,23,'Overall Health'
35,3,15,'Overall Health'
16,2,38,'Mental Health'
12,4,46,'Smoking and Alcohol Use'
21,1,1,'Overall Health'
18,6,39,'Cognitive Decline'
3,6,39,'Overall Health'
13,7,45,'Screenings and Vaccines'
25,1,41,Caregiving
21,2,32,'Overall Health'
9,5,31,'Nutrition/Physical Activity/Obesity'
2,4,34,'Overall Health'
7,1,48,'Screenings and Vaccines'
19,3,15,'Overall Health'
19,5,36,'Overall Health'
35,1,20,'Overall Health'
19,6,37,'Overall Health'
33,6,19,'Nutrition/Physical Activity/Obesity'
4,4,38,'Screenings and Vaccines'
33,5,51,'Nutrition/Physical Activity/Obesity'
17,5,13,'Cognitive Decline'
38,7,12,'Overall Health'
26,4,29,Caregiving
22,1,50,'Overall Health'
13,1,21,'Screenings and Vaccines'
34,5,23,'Overall Health'
35,5,27,'Overall Health'
20,7,12,'Overall Health'
1,7,51,'Mental Health'
1,5,8,'Mental Health'
22,7,39,'Overall Health'
14,2,50,'Screenings and Vaccines'
10,5,21,'Screenings and Vaccines'
34,5,11,'Overall Health'
17,3,29,'Cognitive Decline'
1,2,20,'Mental Health'
32,6,29,'Nutrition/Physical Activity/Obesity'
3,7,12,'Overall Health'
37,4,50,'Screenings and Vaccines'
36,5,5,'Screenings and Vaccines'
15,1,10,'Smoking and Alcohol Use'
21,1,35,'Overall Health'
22,7,50,'Overall Health'
13,3,1,'Screenings and Vaccines'
2,6,48,'Overall Health'
36,1,31,'Screenings and Vaccines'
24,7,21,Caregiving
10,4,44,'Screenings and Vaccines'
38,6,52,'Overall Health'
22,5,38,'Overall Health'
9,5,11,'Nutrition/Physical Activity/Obesity'
4,3,9,'Screenings and Vaccines'
20,4,7,'Overall Health'
27,1,26,Caregiving
20,6,54,'Overall Health'
39,7,15,'Overall Health'
37,4,37,'Screenings and Vaccines'
13,7,49,'Screenings and Vaccines'
2,6,46,'Overall Health'
19,5,21,'Overall Health'
36,7,29,'Screenings and Vaccines'
2,5,29,'Overall Health'
30,7,39,'Cognitive Decline'
34,2,21,'Overall Health'
9,6,25,'Nutrition/Physical Activity/Obesity'
5,1,2,'Screenings and Vaccines'
9,2,32,'Nutrition/Physical Activity/Obesity'
29,7,30,'Overall Health'
30,7,39,'Cognitive Decline'
20,3,19,'Overall Health'
31,1,20,'Cognitive Decline'
18,2,37,'Cognitive Decline'
15,5,6,'Smoking and Alcohol Use'
4,5,38,'Screenings and Vaccines'
25,3,47,Caregiving
13,6,29,'Screenings and Vaccines'
20,3,28,'Overall Health'
14,4,30,'Screenings and Vaccines'
16,6,14,'Mental Health'
22,2,22,'Overall Health'
11,2,11,'Nutrition/Physical Activity/Obesity'
34,7,12,'Overall Health'
12,5,26,'Smoking and Alcohol Use'
27,4,9,Caregiving
28,4,16,'Overall Health'
10,4,21,'Screenings and Vaccines'
17,2,26,'Cognitive Decline'
37,6,28,'Screenings and Vaccines'
8,1,39,'Screenings and Vaccines'
22,7,35,'Overall Health'
20,5,46,'Overall Health'
21,4,39,'Overall Health'
21,4,14,'Overall Health'
15,1,31,'Smoking and Alcohol Use'
1,5,2,'Mental Health'
15,4,11,'Smoking and Alcohol Use'
30,5,29,'Cognitive Decline'
19,3,9,'Overall Health'
5,3,21,'Screenings and Vaccines'
9,6,27,'Nutrition/Physical Activity/Obesity'
35,4,37,'Overall Health'
1,5,43,'Mental Health'
7,5,29,'Screenings and Vaccines'
6,6,2,'Screenings and Vaccines'
11,6,33,'Nutrition/Physical Activity/Obesity'
6,7,13,'Screenings and Vaccines'
5,5,21,'Screenings and Vaccines'
29,3,20,'Overall Health'
19,5,35,'Overall Health'
17,1,37,'Cognitive Decline'
13,5,50,'Screenings and Vaccines'
2,1,5,'Overall Health'
16,7,40,'Mental Health'
4,7,26,'Screenings and Vaccines'
23,5,39,Caregiving
36,6,38,'Screenings and Vaccines'
22,1,22,'Overall Health'
35,4,24,'Overall Health'
33,6,37,'Nutrition/Physical Activity/Obesity'
18,6,30,'Cognitive Decline'
39,2,12,'Overall Health'
28,7,30,'Overall Health'
3,1,2,'Overall Health'
35,6,37,'Overall Health'
33,5,28,'Nutrition/Physical Activity/Obesity'
22,3,23,'Overall Health'
9,7,1,'Nutrition/Physical Activity/Obesity'
39,5,42,'Overall Health'
12,2,9,'Smoking and Alcohol Use'
29,2,47,'Overall Health'
4,7,44,'Screenings and Vaccines'
15,5,21,'Smoking and Alcohol Use'
25,1,30,Caregiving
16,6,4,'Mental Health'
8,7,48,'Screenings and Vaccines'
9,6,52,'Nutrition/Physical Activity/Obesity'
29,6,49,'Overall Health'
37,1,6,'Screenings and Vaccines'
1,6,27,'Mental Health'
15,7,52,'Smoking and Alcohol Use'
12,5,21,'Smoking and Alcohol Use'
22,7,51,'Overall Health'
35,6,23,'Overall Health'
11,4,9,'Nutrition/Physical Activity/Obesity'
37,5,21,'Screenings and Vaccines'
24,6,39,Caregiving
34,6,17,'Overall Health'
15,5,11,'Smoking and Alcohol Use'
20,2,50,'Overall Health'
16,7,38,'Mental Health'
32,5,17,'Nutrition/Physical Activity/Obesity'
16,6,7,'Mental Health'
21,6,4,'Overall Health'
19,1,6,'Overall Health'
24,2,34,Caregiving
1,4,20,'Mental Health'
2,7,1,'Overall Health'
11,7,14,'Nutrition/Physical Activity/Obesity'
15,4,43,'Smoking and Alcohol Use'
8,2,43,'Screenings and Vaccines'
39,4,30,'Overall Health'
31,6,35,'Cognitive Decline'
38,6,46,'Overall Health'
4,5,29,'Screenings and Vaccines'
27,3,38,Caregiving
32,6,26,'Nutrition/Physical Activity/Obesity'
19,2,43,'Overall Health'
38,4,15,'Overall Health'
1,4,48,'Mental Health'
20,5,32,'Overall Health'
36,5,19,'Screenings and Vaccines'
19,2,54,'Overall Health'
2,1,35,'Overall Health'
13,1,22,'Screenings and Vaccines'
15,1,20,'Smoking and Alcohol Use'
13,1,41,'Screenings and Vaccines'
5,5,14,'Screenings and Vaccines'
34,2,11,'Overall Health'
25,4,39,Caregiving
11,2,32,'Nutrition/Physical Activity/Obesity'
30,5,45,'Cognitive Decline'
18,6,39,'Cognitive Decline'
31,3,25,'Cognitive Decline'
20,7,52,'Overall Health'
30,5,40,'Cognitive Decline'
30,6,31,'Cognitive Decline'
5,3,36,'Screenings and Vaccines'
5,5,50,'Screenings and Vaccines'
15,7,37,'Smoking and Alcohol Use'
11,1,13,'Nutrition/Physical Activity/Obesity'
24,6,23,Caregiving
19,4,34,'Overall Health'
27,7,49,Caregiving
19,6,33,'Overall Health'
4,7,49,'Screenings and Vaccines'
20,2,12,'Overall Health'
30,1,39,'Cognitive Decline'
2,3,8,'Overall Health'
36,1,37,'Screenings and Vaccines'
4,3,47,'Screenings and Vaccines'
35,3,28,'Overall Health'
14,2,36,'Screenings and Vaccines'
38,2,23,'Overall Health'
1,6,37,'Mental Health'
11,6,46,'Nutrition/Physical Activity/Obesity'
31,2,31,'Cognitive Decline'
20,4,25,'Overall Health'
15,3,11,'Smoking and Alcohol Use'
15,3,15,'Smoking and Alcohol Use'
7,5,26,'Screenings and Vaccines'
14,5,5,'Screenings and Vaccines'
32,6,39,'Nutrition/Physical Activity/Obesity'
17,7,39,'Cognitive Decline'
3,7,14,'Overall Health'
15,3,54,'Smoking and Alcohol Use'
25,1,8,Caregiving
3,3,40,'Overall Health'
16,1,11,'Mental Health'
18,6,40,'Cognitive Decline'
25,6,53,Caregiving
20,3,44,'Overall Health'
13,5,6,'Screenings and Vaccines'
19,2,12,'Overall Health'
35,4,15,'Overall Health'
39,6,48,'Overall Health'
19,6,19,'Overall Health'
4,6,20,'Screenings and Vaccines'
21,5,2,'Overall Health'
6,2,18,'Screenings and Vaccines'
13,5,10,'Screenings and Vaccines'
35,4,5,'Overall Health'
38,6,21,'Overall Health'
12,6,23,'Smoking and Alcohol Use'
27,3,53,Caregiving
1,2,12,'Mental Health'
30,3,52,'Cognitive Decline'
9,5,3,'Nutrition/Physical Activity/Obesity'
22,4,5,'Overall Health'
32,6,2,'Nutrition/Physical Activity/Obesity'
20,1,46,'Overall Health'
20,6,30,'Overall Health'
22,6,16,'Overall Health'
1,6,16,'Mental Health'
11,3,33,'Nutrition/Physical Activity/Obesity'
22,6,17,'Overall Health'
29,1,5,'Overall Health'
6,7,22,'Screenings and Vaccines'
12,1,8,'Smoking and Alcohol Use'
35,3,25,'Overall Health'
7,5,1,'Screenings and Vaccines'
22,1,36,'Overall Health'
19,1,12,'Overall Health'
19,6,1,'Overall Health'
15,2,49,'Smoking and Alcohol Use'
30,5,40,'Cognitive Decline'
28,2,6,'Overall Health'
1,5,49,'Mental Health'
35,2,47,'Overall Health'
22,1,13,'Overall Health'
5,5,38,'Screenings and Vaccines'
12,6,19,'Smoking and Alcohol Use'
2,1,7,'Overall Health'
35,6,38,'Overall Health'
11,1,6,'Nutrition/Physical Activity/Obesity'
34,4,52,'Overall Health'
39,6,29,'Overall Health'
24,7,2,Caregiving
3,6,16,'Overall Health'
3,2,29,'Overall Health'
19,6,34,'Overall Health'
30,6,39,'Cognitive Decline'
18,7,3,'Cognitive Decline'
26,4,25,Caregiving
16,6,30,'Mental Health'
1,1,53,'Mental Health'
12,3,8,'Smoking and Alcohol Use'
7,3,21,'Screenings and Vaccines'
27,3,39,Caregiving
19,2,4,'Overall Health'
7,1,36,'Screenings and Vaccines'
4,3,16,'Screenings and Vaccines'
10,6,46,'Screenings and Vaccines'
9,2,25,'Nutrition/Physical Activity/Obesity'
17,3,50,'Cognitive Decline'
9,6,26,'Nutrition/Physical Activity/Obesity'
15,6,24,'Smoking and Alcohol Use'
15,3,16,'Smoking and Alcohol Use'
34,3,13,'Overall Health'
24,6,12,Caregiving
11,6,50,'Nutrition/Physical Activity/Obesity'
4,1,23,'Screenings and Vaccines'
9,1,46,'Nutrition/Physical Activity/Obesity'
24,5,38,Caregiving
39,2,5,'Overall Health'
7,1,40,'Screenings and Vaccines'
38,1,25,'Overall Health'
35,5,10,'Overall Health'
7,3,1,'Screenings and Vaccines'
33,7,12,'Nutrition/Physical Activity/Obesity'
38,1,41,'Overall Health'
29,1,50,'Overall Health'
22,4,16,'Overall Health'
12,6,32,'Smoking and Alcohol Use'
28,6,25,'Overall Health'
19,2,39,'Overall Health'
22,3,53,'Overall Health'
24,6,39,Caregiving
16,4,2,'Mental Health'
11,4,30,'Nutrition/Physical Activity/Obesity'
39,4,10,'Overall Health'
16,4,48,'Mental Health'
25,7,35,Caregiving
5,2,39,'Screenings and Vaccines'
32,6,46,'Nutrition/Physical Activity/Obesity'
14,6,24,'Screenings and Vaccines'
29,1,48,'Overall Health'
28,7,29,'Overall Health'
10,2,11,'Screenings and Vaccines'
6,7,18,'Screenings and Vaccines'
23,6,31,Caregiving
36,5,42,'Screenings and Vaccines'
33,6,12,'Nutrition/Physical Activity/Obesity'
20,5,8,'Overall Health'
19,2,16,'Overall Health'
19,3,43,'Overall Health'
4,2,52,'Screenings and Vaccines'
16,2,30,'Mental Health'
4,5,16,'Screenings and Vaccines'
4,4,21,'Screenings and Vaccines'
15,5,31,'Smoking and Alcohol Use'
32,4,12,'Nutrition/Physical Activity/Obesity'
11,6,15,'Nutrition/Physical Activity/Obesity'
1,1,53,'Mental Health'
27,1,28,Caregiving
16,6,19,'Mental Health'
22,1,11,'Overall Health'
13,2,2,'Screenings and Vaccines'
30,6,32,'Cognitive Decline'
25,1,39,Caregiving
30,6,26,'Cognitive Decline'
10,5,46,'Screenings and Vaccines'
37,1,53,'Screenings and Vaccines'
12,2,18,'Smoking and Alcohol Use'
34,4,4,'Overall Health'
16,6,44,'Mental Health'
11,1,12,'Nutrition/Physical Activity/Obesity'
11,5,5,'Nutrition/Physical Activity/Obesity'
22,6,53,'Overall Health'
25,7,39,Caregiving
4,5,20,'Screenings and Vaccines'
3,1,37,'Overall Health'
30,7,4,'Cognitive Decline'
16,5,2,'Mental Health'
31,6,39,'Cognitive Decline'
33,6,5,'Nutrition/Physical Activity/Obesity'
1,4,49,'Mental Health'
26,4,28,Caregiving
21,2,14,'Overall Health'
20,6,32,'Overall Health'
6,5,14,'Screenings and Vaccines'
35,1,26,'Overall Health'
26,4,25,Caregiving
28,3,50,'Overall Health'
5,3,21,'Screenings and Vaccines'
25,6,39,Caregiving
6,5,50,'Screenings and Vaccines'
35,3,45,'Overall Health'
28,6,11,'Overall Health'
1,3,33,'Mental Health'
3,6,46,'Overall Health'
33,2,10,'Nutrition/Physical Activity/Obesity'
12,5,47,'Smoking and Alcohol Use'
11,4,29,'Nutrition/Physical Activity/Obesity'
9,4,22,'Nutrition/Physical Activity/Obesity'
2,4,20,'Overall Health'
22,6,27,'Overall Health'
33,3,12,'Nutrition/Physical Activity/Obesity'
26,1,37,Caregiving
11,6,41,'Nutrition/Physical Activity/Obesity'
2,3,7,'Overall Health'
28,2,10,'Overall Health'
13,6,28,'Screenings and Vaccines'
16,3,11,'Mental Health'
18,1,14,'Cognitive Decline'
36,7,27,'Screenings and Vaccines'
25,6,26,Caregiving
37,1,49,'Screenings and Vaccines'
18,1,22,'Cognitive Decline'
20,1,12,'Overall Health'
1,1,14,'Mental Health'
19,3,9,'Overall Health'
36,2,7,'Screenings and Vaccines'
31,6,13,'Cognitive Decline'
24,6,31,Caregiving
16,6,32,'Mental Health'
11,6,11,'Nutrition/Physical Activity/Obesity'
2,6,30,'Overall Health'
27,4,23,Caregiving
19,6,5,'Overall Health'
33,4,17,'Nutrition/Physical Activity/Obesity'
2,3,7,'Overall Health'
21,5,40,'Overall Health'
22,3,32,'Overall Health'
20,7,38,'Overall Health'
28,6,17,'Overall Health'
23,7,24,Caregiving
9,7,1,'Nutrition/Physical Activity/Obesity'
22,1,25,'Overall Health'
35,4,9,'Overall Health'
19,3,28,'Overall Health'
4,5,51,'Screenings and Vaccines'
9,4,12,'Nutrition/Physical Activity/Obesity'
9,6,37,'Nutrition/Physical Activity/Obesity'
16,3,5,'Mental Health'
18,5,37,'Cognitive Decline'
29,1,49,'Overall Health'
25,5,13,Caregiving
12,6,53,'Smoking and Alcohol Use'
20,4,34,'Overall Health'
28,7,54,'Overall Health'
11,2,36,'Nutrition/Physical Activity/Obesity'
18,2,39,'Cognitive Decline'
11,7,12,'Nutrition/Physical Activity/Obesity'
22,3,8,'Overall Health'
8,3,34,'Screenings and Vaccines'
9,6,12,'Nutrition/Physical Activity/Obesity'
2,6,21,'Overall Health'
9,1,23,'Nutrition/Physical Activity/Obesity'
35,3,19,'Overall Health'
24,5,37,Caregiving
13,1,21,'Screenings and Vaccines'
19,1,47,'Overall Health'
21,2,28,'Overall Health'
14,2,28,'Screenings and Vaccines'
12,4,11,'Smoking and Alcohol Use'
12,4,27,'Smoking and Alcohol Use'
10,7,12,'Screenings and Vaccines'
27,5,50,Caregiving
16,6,7,'Mental Health'
13,4,1,'Screenings and Vaccines'
18,5,35,'Cognitive Decline'
39,6,29,'Overall Health'
12,7,11,'Smoking and Alcohol Use'
33,7,9,'Nutrition/Physical Activity/Obesity'
36,1,31,'Screenings and Vaccines'
14,2,21,'Screenings and Vaccines'
23,2,24,Caregiving
38,3,7,'Overall Health'
16,6,47,'Mental Health'
13,2,27,'Screenings and Vaccines'
2,6,45,'Overall Health'
16,7,13,'Mental Health'
26,2,18,Caregiving
29,1,54,'Overall Health'
1,6,2,'Mental Health'
28,6,12,'Overall Health'
37,7,43,'Screenings and Vaccines'
27,3,35,Caregiving
30,5,39,'Cognitive Decline'
10,6,10,'Screenings and Vaccines'
1,2,17,'Mental Health'
1,2,39,'Mental Health'
29,4,39,'Overall Health'
9,1,3,'Nutrition/Physical Activity/Obesity'
19,5,10,'Overall Health'
2,5,29,'Overall Health'
27,3,5,Caregiving
35,4,32,'Overall Health'
25,3,9,Caregiving
30,5,37,'Cognitive Decline'
35,5,33,'Overall Health'
22,6,26,'Overall Health'
17,1,39,'Cognitive Decline'
26,6,35,Caregiving
27,2,31,Caregiving
33,7,7,'Nutrition/Physical Activity/Obesity'
10,5,30,'Screenings and Vaccines'
11,7,50,'Nutrition/Physical Activity/Obesity'
1,5,11,'Mental Health'
20,4,15,'Overall Health'
24,6,8,Caregiving
4,2,52,'Screenings and Vaccines'
12,5,8,'Smoking and Alcohol Use'
26,4,10,Caregiving
29,2,39,'Overall Health'
10,5,24,'Screenings and Vaccines'
25,7,39,Caregiving
35,4,25,'Overall Health'
38,6,4,'Overall Health'
36,2,37,'Screenings and Vaccines'
19,2,25,'Overall Health'
18,4,50,'Cognitive Decline'
14,1,5,'Screenings and Vaccines'
18,7,40,'Cognitive Decline'
27,4,24,Caregiving
36,2,43,'Screenings and Vaccines'
33,4,47,'Nutrition/Physical Activity/Obesity'
20,5,38,'Overall Health'
31,4,11,'Cognitive Decline'
16,6,51,'Mental Health'
15,3,12,'Smoking and Alcohol Use'
30,5,32,'Cognitive Decline'
22,7,49,'Overall Health'
13,1,4,'Screenings and Vaccines'
21,3,11,'Overall Health'
9,6,12,'Nutrition/Physical Activity/Obesity'
24,6,8,Caregiving
6,3,52,'Screenings and Vaccines'
27,5,34,Caregiving
11,4,26,'Nutrition/Physical Activity/Obesity'
13,7,49,'Screenings and Vaccines'
13,3,38,'Screenings and Vaccines'
18,5,9,'Cognitive Decline'
8,3,8,'Screenings and Vaccines'
12,6,51,'Smoking and Alcohol Use'
9,7,50,'Nutrition/Physical Activity/Obesity'
3,6,29,'Overall Health'
10,5,3,'Screenings and Vaccines'
22,4,3,'Overall Health'
16,1,23,'Mental Health'
23,5,10,Caregiving
31,7,47,'Cognitive Decline'
30,3,9,'Cognitive Decline'
12,6,8,'Smoking and Alcohol Use'
8,5,49,'Screenings and Vaccines'
4,1,9,'Screenings and Vaccines'
10,5,51,'Screenings and Vaccines'
2,5,41,'Overall Health'
19,5,3,'Overall Health'
37,5,21,'Screenings and Vaccines'
10,1,54,'Screenings and Vaccines'
7,6,47,'Screenings and Vaccines'
20,7,13,'Overall Health'
22,1,1,'Overall Health'
12,2,4,'Smoking and Alcohol Use'
12,6,29,'Smoking and Alcohol Use'
18,4,37,'Cognitive Decline'
32,1,31,'Nutrition/Physical Activity/Obesity'
32,2,24,'Nutrition/Physical Activity/Obesity'
19,3,12,'Overall Health'
1,4,27,'Mental Health'
33,6,22,'Nutrition/Physical Activity/Obesity'
12,7,18,'Smoking and Alcohol Use'
32,6,54,'Nutrition/Physical Activity/Obesity'
18,7,50,'Cognitive Decline'
14,1,50,'Screenings and Vaccines'
39,1,6,'Overall Health'
31,7,33,'Cognitive Decline'
33,6,7,'Nutrition/Physical Activity/Obesity'
2,1,12,'Overall Health'
9,1,36,'Nutrition/Physical Activity/Obesity'
22,3,38,'Overall Health'
2,1,13,'Overall Health'
8,7,20,'Screenings and Vaccines'
15,4,35,'Smoking and Alcohol Use'
31,4,17,'Cognitive Decline'
38,1,25,'Overall Health'
12,6,28,'Smoking and Alcohol Use'
37,6,8,'Screenings and Vaccines'
36,5,48,'Screenings and Vaccines'
21,1,4,'Overall Health'
22,4,37,'Overall Health'
20,3,35,'Overall Health'
34,4,5,'Overall Health'
3,1,18,'Overall Health'
9,7,27,'Nutrition/Physical Activity/Obesity'
28,2,39,'Overall Health'
19,2,15,'Overall Health'
13,6,25,'Screenings and Vaccines'
20,5,21,'Overall Health'
22,6,29,'Overall Health'
4,2,14,'Screenings and Vaccines'
9,6,49,'Nutrition/Physical Activity/Obesity'
1,6,19,'Mental Health'
25,3,39,Caregiving
31,6,19,'Cognitive Decline'
4,7,22,'Screenings and Vaccines'
6,5,39,'Screenings and Vaccines'
2,6,32,'Overall Health'
9,1,48,'Nutrition/Physical Activity/Obesity'
22,6,14,'Overall Health'
2,7,28,'Overall Health'
4,6,42,'Screenings and Vaccines'
13,5,17,'Screenings and Vaccines'
13,5,13,'Screenings and Vaccines'
22,5,36,'Overall Health'
36,5,9,'Screenings and Vaccines'
16,2,8,'Mental Health'
19,6,38,'Overall Health'
14,2,21,'Screenings and Vaccines'
13,5,39,'Screenings and Vaccines'
31,6,52,'Cognitive Decline'
8,5,12,'Screenings and Vaccines'
2,3,18,'Overall Health'
33,5,34,'Nutrition/Physical Activity/Obesity'
13,5,21,'Screenings and Vaccines'
16,1,24,'Mental Health'
3,7,43,'Overall Health'
38,5,53,'Overall Health'
14,5,21,'Screenings and Vaccines'
2,6,35,'Overall Health'
33,7,3,'Nutrition/Physical Activity/Obesity'
21,7,48,'Overall Health'
2,2,21,'Overall Health'
36,1,54,'Screenings and Vaccines'
20,3,27,'Overall Health'
10,7,35,'Screenings and Vaccines'
31,5,14,'Cognitive Decline'
28,2,52,'Overall Health'
17,2,39,'Cognitive Decline'
27,1,16,Caregiving
34,2,46,'Overall Health'
11,6,43,'Nutrition/Physical Activity/Obesity'
37,7,38,'Screenings and Vaccines'
38,7,12,'Overall Health'
31,4,29,'Cognitive Decline'
22,3,17,'Overall Health'
25,6,23,Caregiving
15,5,5,'Smoking and Alcohol Use'
30,6,31,'Cognitive Decline'
11,5,25,'Nutrition/Physical Activity/Obesity'
8,7,46,'Screenings and Vaccines'
20,2,50,'Overall Health'
36,3,41,'Screenings and Vaccines'
38,6,36,'Overall Health'
32,2,28,'Nutrition/Physical Activity/Obesity'
16,6,21,'Mental Health'
20,5,17,'Overall Health'
37,5,13,'Screenings and Vaccines'
14,7,17,'Screenings and Vaccines'
12,1,13,'Smoking and Alcohol Use'
15,5,53,'Smoking and Alcohol Use'
15,7,40,'Smoking and Alcohol Use'
32,6,12,'Nutrition/Physical Activity/Obesity'
25,6,31,Caregiving
14,2,50,'Screenings and Vaccines'
18,5,16,'Cognitive Decline'
22,4,12,'Overall Health'
6,5,6,'Screenings and Vaccines'
19,4,23,'Overall Health'
10,7,21,'Screenings and Vaccines'
14,2,10,'Screenings and Vaccines'
27,3,31,Caregiving
2,6,21,'Overall Health'
29,2,17,'Overall Health'
13,1,15,'Screenings and Vaccines'
22,5,37,'Overall Health'
1,7,21,'Mental Health'
16,1,32,'Mental Health'
20,5,49,'Overall Health'
12,4,54,'Smoking and Alcohol Use'
13,7,18,'Screenings and Vaccines'
1,5,11,'Mental Health'
20,3,38,'Overall Health'
20,3,5,'Overall Health'
33,1,19,'Nutrition/Physical Activity/Obesity'
30,3,51,'Cognitive Decline'
16,5,21,'Mental Health'
32,7,12,'Nutrition/Physical Activity/Obesity'
1,4,17,'Mental Health'
