@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-17-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-0.168665,-0.116581,-0.224737,10,'Overall Health'
-0.264658,-0.447356,-0.051172,36,'Cognitive Decline'
0.075433,0.107494,0.032443,19,'Overall Health'
-1.064351,-1.028465,-1.081444,52,'Overall Health'
-0.264658,-0.447356,-0.051172,23,'Cognitive Decline'
0.997942,1.004426,0.96825,39,'Screenings and Vaccines'
0.637898,0.415738,0.825698,33,'Overall Health'
1.716287,1.466488,1.820166,39,Caregiving
-0.890561,-0.884971,-0.879106,21,Caregiving
1.934638,2.017322,1.820166,49,'Overall Health'
0.075433,0.107494,0.032443,31,'Overall Health'
0.695828,0.20281,1.118442,23,'Overall Health'
-0.747964,-0.676672,-0.81453,20,'Overall Health'
-0.264658,-0.447356,-0.051172,50,'Cognitive Decline'
0.522038,0.605521,0.429632,5,'Screenings and Vaccines'
0.997942,1.004426,0.96825,49,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,23,'Mental Health'
0.646811,0.56849,0.705156,9,'Screenings and Vaccines'
0.075433,0.107494,0.032443,27,'Overall Health'
0.075433,0.107494,0.032443,37,'Overall Health'
-0.2044,-0.28392,-0.097691,12,Caregiving
-1.117744,-1.0579,-1.160363,1,'Smoking and Alcohol Use'
1.756392,1.503519,1.854607,46,'Screenings and Vaccines'
-1.407475,-1.320083,-1.481815,2,'Cognitive Decline'
-1.251509,-1.278423,-1.115885,33,'Screenings and Vaccines'
0.075433,0.107494,0.032443,47,'Overall Health'
0.997942,1.004426,0.96825,53,'Screenings and Vaccines'
-1.140106,-1.042352,-1.227816,15,'Overall Health'
-0.119647,-0.324879,0.111058,39,'Cognitive Decline'
-0.529613,-0.709074,-0.285008,12,'Overall Health'
-1.429755,-1.366372,-1.499035,14,'Overall Health'
-0.841544,-0.810909,-0.861886,39,'Overall Health'
-0.542981,-0.588724,-0.478736,3,'Overall Health'
0.997942,1.004426,0.96825,25,'Screenings and Vaccines'
-0.908386,-0.824796,-0.986733,37,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,2,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,20,'Overall Health'
-1.362913,-1.208991,-1.52056,12,'Overall Health'
-1.117744,-1.0579,-1.160363,31,'Smoking and Alcohol Use'
1.890077,1.971033,1.777116,41,'Screenings and Vaccines'
-1.202492,-1.116414,-1.283782,39,'Cognitive Decline'
0.997942,1.004426,0.96825,36,'Screenings and Vaccines'
-0.743508,-0.64427,-0.840361,10,'Mental Health'
1.845515,2.021951,1.665184,51,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,50,'Smoking and Alcohol Use'
-0.106279,0.031543,-0.246262,12,'Overall Health'
-1.046526,-0.940517,-1.15463,9,'Smoking and Alcohol Use'
1.096882,1.165612,1.019425,54,'Screenings and Vaccines'
0.076423,0.059316,0.089532,49,'Screenings and Vaccines'
0.997942,1.004426,0.96825,30,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,15,'Nutrition/Physical Activity/Obesity'
-0.311262,-0.64427,0.119668,18,'Cognitive Decline'
0.027406,-0.000859,0.055092,2,'Nutrition/Physical Activity/Obesity'
-0.346911,-0.32025,-0.371109,50,'Overall Health'
-0.288981,-0.260075,-0.315143,29,'Overall Health'
-0.264658,-0.447356,-0.051172,7,'Cognitive Decline'
0.075433,0.107494,0.032443,52,'Overall Health'
-0.805894,-0.769249,-0.827446,27,'Mental Health'
-0.2044,-0.28392,-0.097691,38,Caregiving
0.997942,1.004426,0.96825,40,'Screenings and Vaccines'
-1.452036,-1.380258,-1.481815,8,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,30,'Overall Health'
-1.050983,-1.167331,-0.793005,17,'Cognitive Decline'
-0.997509,-1.102527,-0.78009,14,'Nutrition/Physical Activity/Obesity'
-1.349545,-1.195104,-1.50334,12,'Overall Health'
0.075433,0.107494,0.032443,15,'Overall Health'
-0.993053,-0.931259,-1.047004,7,'Screenings and Vaccines'
-0.828175,-0.871084,-0.75426,25,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,16,'Mental Health'
-0.2044,-0.28392,-0.097691,17,Caregiving
-1.287159,-1.195104,-1.374188,29,'Mental Health'
1.961375,2.142301,1.777116,12,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,47,'Mental Health'
1.538041,1.6609,1.406881,14,'Overall Health'
-0.2044,-0.28392,-0.097691,23,Caregiving
-1.117744,-1.0579,-1.160363,41,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,39,Caregiving
-0.2044,-0.28392,-0.097691,22,Caregiving
-0.2044,-0.28392,-0.097691,53,Caregiving
1.426637,1.591467,1.264814,21,'Screenings and Vaccines'
1.711831,1.82291,1.587693,41,'Overall Health'
2.344604,2.498723,2.164571,31,'Overall Health'
0.134353,-0.074921,0.347836,52,'Nutrition/Physical Activity/Obesity'
-0.90393,-0.884971,-0.900632,39,Caregiving
-1.117744,-1.0579,-1.160363,48,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,51,'Screenings and Vaccines'
0.075433,0.107494,0.032443,20,'Overall Health'
-1.492141,-1.389516,-1.589441,27,'Smoking and Alcohol Use'
1.150356,1.123953,1.148577,22,'Screenings and Vaccines'
1.373163,0.767531,1.72976,54,'Screenings and Vaccines'
0.075433,0.107494,0.032443,45,'Overall Health'
0.018493,0.091718,-0.05684,22,'Screenings and Vaccines'
0.075433,0.107494,0.032443,32,'Overall Health'
-0.2044,-0.28392,-0.097691,4,Caregiving
0.997942,1.004426,0.96825,14,'Screenings and Vaccines'
0.098704,0.156522,0.037872,27,'Overall Health'
-1.193579,-1.199733,-1.1288,12,'Nutrition/Physical Activity/Obesity'
-1.117825,-1.014579,-1.214901,38,'Smoking and Alcohol Use'
2.037129,2.137672,1.906268,5,'Overall Health'
-0.288981,-0.690559,0.240209,2,'Overall Health'
-0.324246,-0.3228,-0.315909,10,'Nutrition/Physical Activity/Obesity'
-0.003787,-0.125838,0.128278,9,'Cognitive Decline'
-1.465405,-1.380258,-1.555001,40,'Overall Health'
-0.264658,-0.447356,-0.051172,39,'Cognitive Decline'
0.143266,0.20281,0.080922,46,'Screenings and Vaccines'
0.259126,0.207439,0.30048,32,'Screenings and Vaccines'
-0.756877,-0.690559,-0.818835,24,Caregiving
0.075433,0.107494,0.032443,42,'Overall Health'
0.997942,1.004426,0.96825,33,'Screenings and Vaccines'
0.997942,1.004426,0.96825,48,'Screenings and Vaccines'
2.353516,2.498723,2.177486,42,'Overall Health'
-0.73014,-0.787765,-0.638023,38,'Mental Health'
0.997942,1.004426,0.96825,50,'Screenings and Vaccines'
-1.1,-1.00995,-1.189071,39,Caregiving
-0.988596,-1.097898,-0.758565,26,'Nutrition/Physical Activity/Obesity'
-0.32463,-0.246189,-0.40555,33,Caregiving
2.58078,2.771825,2.353994,21,'Screenings and Vaccines'
0.112073,0.091718,0.132583,12,'Overall Health'
-0.378104,-0.491518,-0.241957,39,'Cognitive Decline'
-0.222139,-0.269333,-0.168771,39,'Cognitive Decline'
-1.193579,-1.097898,-1.288087,26,'Smoking and Alcohol Use'
-0.418209,-0.449858,-0.375414,12,'Nutrition/Physical Activity/Obesity'
-1.162386,-1.158073,-1.12019,39,Caregiving
-1.242597,-1.153444,-1.326833,25,'Cognitive Decline'
-1.443124,-1.301568,-1.589441,50,'Overall Health'
0.709197,0.651809,0.748206,29,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,3,Caregiving
-0.641017,-0.945146,-0.147246,4,'Overall Health'
-0.2044,-0.28392,-0.097691,16,Caregiving
-0.823719,-0.815538,-0.810225,4,'Overall Health'
-0.351367,-0.260075,-0.444295,22,'Nutrition/Physical Activity/Obesity'
0.165546,0.063945,0.26604,37,'Screenings and Vaccines'
-1.193579,-1.246021,-1.021173,50,'Mental Health'
-1.022543,-0.968484,-1.057809,32,'Mental Health'
-0.801438,-0.815538,-0.758565,12,'Overall Health'
-0.801438,-0.852569,-0.719819,39,Caregiving
0.406179,0.531459,0.28326,11,'Screenings and Vaccines'
-1.416387,-1.278423,-1.559306,12,'Overall Health'
1.564778,1.637756,1.475762,26,'Screenings and Vaccines'
-0.302349,-0.348023,-0.241957,25,Caregiving
1.016671,0.536088,1.368135,17,'Screenings and Vaccines'
0.811688,0.36482,1.174407,37,'Overall Health'
-0.07063,-0.070292,-0.06545,8,'Screenings and Vaccines'
1.783129,1.790508,1.725455,26,'Overall Health'
1.301865,1.29522,1.273424,11,'Screenings and Vaccines'
0.455196,0.457398,0.446852,3,'Screenings and Vaccines'
0.997942,1.004426,0.96825,39,'Screenings and Vaccines'
0.704741,0.85085,0.563089,21,'Screenings and Vaccines'
0.075433,0.107494,0.032443,34,'Overall Health'
-0.681122,-0.64427,-0.711209,21,Caregiving
-0.449402,-0.357281,-0.539007,52,'Nutrition/Physical Activity/Obesity'
-0.222139,-0.366539,-0.05684,18,Caregiving
-1.022543,-0.968484,-1.057809,31,'Mental Health'
-0.264658,-0.447356,-0.051172,46,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,6,'Smoking and Alcohol Use'
2.554043,2.804227,2.306638,11,'Screenings and Vaccines'
-1.398562,-1.264537,-1.537781,22,'Overall Health'
0.075433,0.107494,0.032443,22,'Overall Health'
-0.944035,-1.046981,-0.749955,10,'Cognitive Decline'
1.774217,1.369282,1.940708,12,'Overall Health'
-0.342455,-0.380425,-0.297923,1,'Overall Health'
0.075433,0.107494,0.032443,35,'Overall Health'
-1.068807,-1.019208,-1.107275,3,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,28,'Overall Health'
-1.594633,-1.468207,-1.705678,27,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,29,'Overall Health'
-1.022543,-0.968484,-1.057809,6,'Mental Health'
1.199373,1.299849,1.088306,26,'Screenings and Vaccines'
-0.98414,-0.880342,-1.085749,10,'Mental Health'
0.811688,0.855479,0.756817,38,'Overall Health'
0.361617,0.374078,0.339226,8,'Overall Health'
0.997942,1.004426,0.96825,24,'Screenings and Vaccines'
-1.095544,-0.963661,-1.227816,33,'Smoking and Alcohol Use'
1.92127,2.142301,1.70393,50,'Overall Health'
0.99439,0.786046,1.144272,45,Caregiving
0.997942,1.004426,0.96825,15,'Screenings and Vaccines'
1.417725,1.21653,1.527422,7,'Overall Health'
1.698462,1.86457,1.527422,48,'Screenings and Vaccines'
-0.342455,-0.250817,-0.43999,25,'Nutrition/Physical Activity/Obesity'
-1.429755,-1.310825,-1.555001,38,'Overall Health'
1.765304,1.614611,1.811556,10,Caregiving
-1.117744,-1.0579,-1.160363,24,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,43,'Screenings and Vaccines'
-1.162386,-1.05161,-1.275172,11,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,2,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,35,Caregiving
0.997942,1.004426,0.96825,36,'Screenings and Vaccines'
0.075433,0.107494,0.032443,33,'Overall Health'
0.997942,1.004426,0.96825,41,'Screenings and Vaccines'
-0.418209,-0.736847,0.024956,21,'Screenings and Vaccines'
2.193095,2.197847,2.099995,12,'Overall Health'
-0.088454,-0.010117,-0.168771,3,'Overall Health'
-0.222139,-0.236931,-0.203212,10,'Screenings and Vaccines'
0.075433,0.107494,0.032443,3,'Overall Health'
2.576324,2.75331,2.358299,49,'Screenings and Vaccines'
-0.841544,-0.746105,-0.939377,11,'Mental Health'
-0.502876,-0.371168,-0.633718,38,'Nutrition/Physical Activity/Obesity'
1.043408,1.193386,0.894579,3,'Screenings and Vaccines'
-0.436034,-0.801651,0.089532,53,'Mental Health'
-0.32463,-0.186013,-0.465821,12,'Overall Health'
-1.022543,-0.968484,-1.057809,40,'Mental Health'
-1.153474,-1.084012,-1.214901,19,'Mental Health'
0.299231,0.429624,0.171328,27,'Overall Health'
-1.006421,-0.931259,-1.077139,16,Caregiving
0.548775,0.138006,0.920409,18,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
-0.155296,-0.130467,-0.181687,39,Caregiving
0.098704,0.036172,0.162718,21,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,34,'Nutrition/Physical Activity/Obesity'
-1.354001,-1.222877,-1.48612,22,'Overall Health'
-1.117744,-1.0579,-1.160363,30,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,3,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,2,'Screenings and Vaccines'
0.997942,1.004426,0.96825,38,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,12,Caregiving
-0.369192,-0.297106,-0.43999,46,'Mental Health'
-0.957403,-0.884971,-1.021173,17,'Mental Health'
0.075433,0.107494,0.032443,47,'Overall Health'
0.031862,-0.36191,0.468378,43,'Nutrition/Physical Activity/Obesity'
-0.476139,-0.773878,-0.061145,32,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,30,'Overall Health'
0.997942,1.004426,0.96825,19,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,7,'Cognitive Decline'
0.075433,0.107494,0.032443,30,'Overall Health'
-1.264878,-1.134929,-1.400019,39,'Cognitive Decline'
2.00148,2.170074,1.828777,5,'Overall Health'
0.21902,0.225955,0.201464,41,'Overall Health'
1.529128,1.688673,1.368135,39,Caregiving
2.603061,2.79497,2.371214,21,'Screenings and Vaccines'
0.075433,0.107494,0.032443,31,'Overall Health'
-1.411931,-1.315454,-1.516255,26,'Overall Health'
-0.264658,-0.447356,-0.051172,31,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,8,'Mental Health'
-0.957403,-1.056238,-0.767175,6,Caregiving
0.997942,1.004426,0.96825,27,'Screenings and Vaccines'
1.114706,1.290592,0.937629,25,'Screenings and Vaccines'
-0.337999,-0.287848,-0.392635,29,'Overall Health'
-0.948491,-0.940517,-0.939377,9,Caregiving
1.738567,1.94326,1.536032,35,'Overall Health'
2.077235,2.156188,1.957928,37,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,24,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,18,'Screenings and Vaccines'
0.997942,1.004426,0.96825,28,'Screenings and Vaccines'
0.686916,0.596263,0.756817,43,'Screenings and Vaccines'
0.107616,-0.338766,0.597529,5,'Screenings and Vaccines'
-0.78807,-0.699816,-0.874801,11,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,22,'Overall Health'
0.544319,0.105604,0.937629,41,'Screenings and Vaccines'
0.075433,0.107494,0.032443,46,'Overall Health'
-1.022543,-0.968484,-1.057809,16,'Mental Health'
-1.037614,-0.931259,-1.14602,19,Caregiving
0.075433,0.107494,0.032443,40,'Overall Health'
-0.944035,-0.84794,-1.034088,50,'Mental Health'
-0.244419,-0.334137,-0.134331,39,Caregiving
-0.2044,-0.28392,-0.097691,9,Caregiving
0.075433,0.107494,0.032443,33,'Overall Health'
-1.140106,-1.046981,-1.227816,39,'Cognitive Decline'
0.075433,0.107494,0.032443,50,'Overall Health'
-0.324246,-0.3228,-0.315909,42,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,3,'Smoking and Alcohol Use'
1.538041,1.225788,1.699625,10,Caregiving
0.343792,-0.167498,0.855833,39,'Cognitive Decline'
0.075433,0.107494,0.032443,26,'Overall Health'
-0.814807,-0.787765,-0.827446,37,Caregiving
-0.547438,-0.440601,-0.655243,20,'Nutrition/Physical Activity/Obesity'
-0.997509,-0.96829,-1.012563,15,'Overall Health'
0.997942,1.004426,0.96825,21,'Screenings and Vaccines'
0.997942,1.004426,0.96825,12,'Screenings and Vaccines'
0.997942,1.004426,0.96825,22,'Screenings and Vaccines'
-0.311262,-0.287848,-0.332364,8,'Mental Health'
1.894533,2.142301,1.652269,12,'Overall Health'
-0.912842,-0.838682,-0.982428,16,'Nutrition/Physical Activity/Obesity'
2.121796,2.017322,2.091385,14,'Overall Health'
0.432915,0.531459,0.330616,39,'Cognitive Decline'
-1.055439,-1.08864,-0.960902,17,'Cognitive Decline'
-1.229229,-1.139558,-1.313917,7,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,44,'Overall Health'
-0.55635,-0.64427,-0.43999,9,Caregiving
-1.416387,-1.394145,-1.447374,43,'Overall Health'
0.776039,0.587005,0.929019,33,'Screenings and Vaccines'
0.075433,0.107494,0.032443,26,'Overall Health'
-0.2044,-0.28392,-0.097691,9,Caregiving
2.046042,2.290424,1.815861,12,'Overall Health'
-0.2044,-0.28392,-0.097691,11,Caregiving
0.075433,0.107494,0.032443,48,'Overall Health'
0.075433,0.107494,0.032443,20,'Overall Health'
-1.022543,-0.968484,-1.057809,33,'Mental Health'
-1.15793,-1.236764,-1.094359,8,'Overall Health'
0.075433,0.107494,0.032443,36,'Overall Health'
2.17527,2.322826,2.005284,47,'Screenings and Vaccines'
2.063866,2.207105,1.901963,21,'Overall Health'
-1.518878,-1.389516,-1.654017,32,'Overall Health'
1.685094,1.799766,1.557558,41,'Overall Health'
-0.2044,-0.28392,-0.097691,37,Caregiving
1.288496,1.360024,1.200238,24,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,10,'Cognitive Decline'
0.997942,1.004426,0.96825,7,'Screenings and Vaccines'
0.272494,0.411109,0.136888,28,'Overall Health'
0.075433,0.107494,0.032443,10,'Overall Health'
-0.681122,-0.602611,-0.75426,39,Caregiving
-1.095544,-0.977548,-1.214901,10,'Mental Health'
0.058599,0.096347,0.016346,34,'Screenings and Vaccines'
0.075433,0.107494,0.032443,40,'Overall Health'
-1.21586,-1.121042,-1.305307,14,'Mental Health'
0.075433,0.107494,0.032443,31,'Overall Health'
-0.391472,-0.380425,-0.401245,36,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,44,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,11,'Smoking and Alcohol Use'
-1.050983,-1.000692,-1.090054,32,'Mental Health'
0.557688,0.587005,0.520038,31,'Overall Health'
-0.667754,-0.602611,-0.728429,2,'Overall Health'
-0.264658,-0.447356,-0.051172,13,'Cognitive Decline'
0.499758,0.068574,0.903189,37,'Nutrition/Physical Activity/Obesity'
2.398078,2.012693,2.358299,40,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,39,'Smoking and Alcohol Use'
-1.050983,-0.959032,-1.13741,52,'Mental Health'
0.432915,-0.042519,0.890273,7,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,1,Caregiving
-0.264658,-0.447356,-0.051172,51,'Cognitive Decline'
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
-1.091088,-0.963661,-1.219206,13,'Mental Health'
0.709197,0.397222,0.97207,20,'Overall Health'
1.324145,1.480375,1.165797,11,'Screenings and Vaccines'
-0.168665,-0.449858,0.171328,8,'Screenings and Vaccines'
-0.663298,-0.528549,-0.801615,12,'Overall Health'
-1.055439,-0.931259,-1.180461,12,'Overall Health'
-1.022543,-0.968484,-1.057809,47,'Mental Health'
-1.367369,-1.273795,-1.447374,48,'Smoking and Alcohol Use'
-1.376282,-1.273795,-1.473205,3,'Mental Health'
-0.264658,-0.447356,-0.051172,20,'Cognitive Decline'
0.075433,0.107494,0.032443,43,'Overall Health'
-0.507332,-0.426714,-0.590667,46,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,25,Caregiving
-1.416387,-1.352485,-1.490425,48,'Overall Health'
0.075433,0.107494,0.032443,11,'Overall Health'
0.997942,1.004426,0.96825,18,'Screenings and Vaccines'
-1.206948,-1.246021,-1.189071,12,'Overall Health'
0.997942,1.004426,0.96825,27,'Screenings and Vaccines'
-0.101823,0.00377,-0.207517,6,'Overall Health'
2.585236,2.808856,2.349689,23,'Screenings and Vaccines'
0.397266,0.142635,0.636275,13,'Overall Health'
0.075433,0.107494,0.032443,18,'Overall Health'
-0.747964,-0.662786,-0.827446,39,Caregiving
1.956919,2.179332,1.742675,28,'Screenings and Vaccines'
1.604883,1.785879,1.419796,21,'Screenings and Vaccines'
-0.520701,-0.394312,-0.650938,46,'Overall Health'
1.671725,1.86457,1.484372,46,'Overall Health'
-0.534069,-0.880342,-0.000874,9,'Cognitive Decline'
0.997942,1.004426,0.96825,43,'Screenings and Vaccines'
-0.90393,-0.898857,-0.883411,39,Caregiving
-1.264878,-1.222877,-1.275172,31,'Mental Health'
-0.324246,-0.3228,-0.315909,3,'Nutrition/Physical Activity/Obesity'
1.319689,1.447973,1.178712,19,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,15,'Smoking and Alcohol Use'
-0.395929,-0.334137,-0.452905,29,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,29,'Overall Health'
-0.391472,-0.648899,-0.052535,35,'Mental Health'
-0.502876,-0.366539,-0.642328,4,'Overall Health'
-0.96186,-0.852569,-1.072834,46,'Mental Health'
1.426637,1.184128,1.566168,51,'Screenings and Vaccines'
0.152178,-0.061034,0.373666,43,'Screenings and Vaccines'
0.997942,1.004426,0.96825,42,'Screenings and Vaccines'
-0.609824,-0.463745,-0.758565,52,'Nutrition/Physical Activity/Obesity'
0.071967,-0.40357,0.601834,5,'Nutrition/Physical Activity/Obesity'
-0.052805,0.031543,-0.142941,41,'Nutrition/Physical Activity/Obesity'
1.653901,1.762735,1.527422,39,Caregiving
0.075433,0.107494,0.032443,2,'Overall Health'
-0.15084,-0.584095,0.386581,18,'Screenings and Vaccines'
0.227933,0.360192,0.093837,11,'Overall Health'
1.426637,1.526663,1.320779,18,'Overall Health'
-1.429755,-1.296939,-1.567916,39,'Overall Health'
1.774217,1.850683,1.669489,12,'Overall Health'
-1.037614,-1.144187,-0.801615,43,'Mental Health'
0.098704,0.221326,-0.022399,7,'Nutrition/Physical Activity/Obesity'
-0.431578,-0.324879,-0.539007,12,'Nutrition/Physical Activity/Obesity'
0.241301,-0.324879,0.838613,23,'Screenings and Vaccines'
-0.529613,-0.473003,-0.582057,24,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,25,'Screenings and Vaccines'
0.997942,1.004426,0.96825,41,'Screenings and Vaccines'
1.266216,1.073035,1.38105,40,'Screenings and Vaccines'
-0.547438,-0.76462,-0.241957,28,'Cognitive Decline'
-0.654385,-0.80628,-0.427075,37,Caregiving
-1.394106,-1.287681,-1.51195,23,'Overall Health'
-1.264878,-1.315454,-1.236426,32,'Overall Health'
0.098704,-0.000859,0.201464,46,'Cognitive Decline'
0.535407,0.512944,0.541564,39,'Cognitive Decline'
-1.541159,-1.421918,-1.666932,16,'Overall Health'
-1.022543,-0.968484,-1.057809,26,'Mental Health'
1.725199,1.633127,1.73837,39,Caregiving
0.330424,-0.019375,0.67502,41,'Overall Health'
-1.117744,-1.0579,-1.160363,8,'Smoking and Alcohol Use'
-1.398562,-1.310825,-1.464595,39,'Cognitive Decline'
0.075433,0.107494,0.032443,28,'Overall Health'
0.075433,0.107494,0.032443,13,'Overall Health'
1.587058,1.443344,1.643659,39,Caregiving
0.958741,1.105437,0.812782,21,'Screenings and Vaccines'
1.569234,1.642385,1.471457,39,Caregiving
-0.525157,-0.440601,-0.612193,37,'Overall Health'
2.277762,2.392259,2.121521,4,'Screenings and Vaccines'
-1.336176,-1.222877,-1.447374,52,'Smoking and Alcohol Use'
0.343792,0.443511,0.240209,51,'Screenings and Vaccines'
-1.184667,-1.121042,-1.232121,4,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,30,'Screenings and Vaccines'
0.075433,0.107494,0.032443,26,'Overall Health'
0.075433,0.107494,0.032443,2,'Overall Health'
