@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-18-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-1.362913,-1.208991,-1.52056,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.890077,1.971033,1.777116,'Screenings and Vaccines'
-1.202492,-1.116414,-1.283782,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.743508,-0.64427,-0.840361,'Mental Health'
1.845515,2.021951,1.665184,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.106279,0.031543,-0.246262,'Overall Health'
-1.046526,-0.940517,-1.15463,'Smoking and Alcohol Use'
1.096882,1.165612,1.019425,'Screenings and Vaccines'
0.076423,0.059316,0.089532,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.311262,-0.64427,0.119668,'Cognitive Decline'
0.027406,-0.000859,0.055092,'Nutrition/Physical Activity/Obesity'
-0.346911,-0.32025,-0.371109,'Overall Health'
-0.288981,-0.260075,-0.315143,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.805894,-0.769249,-0.827446,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.452036,-1.380258,-1.481815,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-1.050983,-1.167331,-0.793005,'Cognitive Decline'
-0.997509,-1.102527,-0.78009,'Nutrition/Physical Activity/Obesity'
-1.349545,-1.195104,-1.50334,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.993053,-0.931259,-1.047004,'Screenings and Vaccines'
-0.828175,-0.871084,-0.75426,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.287159,-1.195104,-1.374188,'Mental Health'
1.961375,2.142301,1.777116,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.538041,1.6609,1.406881,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
-0.2044,-0.28392,-0.097691,Caregiving
-0.2044,-0.28392,-0.097691,Caregiving
1.426637,1.591467,1.264814,'Screenings and Vaccines'
1.711831,1.82291,1.587693,'Overall Health'
2.344604,2.498723,2.164571,'Overall Health'
0.134353,-0.074921,0.347836,'Nutrition/Physical Activity/Obesity'
-0.90393,-0.884971,-0.900632,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.492141,-1.389516,-1.589441,'Smoking and Alcohol Use'
1.150356,1.123953,1.148577,'Screenings and Vaccines'
1.373163,0.767531,1.72976,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.018493,0.091718,-0.05684,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.098704,0.156522,0.037872,'Overall Health'
-1.193579,-1.199733,-1.1288,'Nutrition/Physical Activity/Obesity'
-1.117825,-1.014579,-1.214901,'Smoking and Alcohol Use'
2.037129,2.137672,1.906268,'Overall Health'
-0.288981,-0.690559,0.240209,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.003787,-0.125838,0.128278,'Cognitive Decline'
-1.465405,-1.380258,-1.555001,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.143266,0.20281,0.080922,'Screenings and Vaccines'
0.259126,0.207439,0.30048,'Screenings and Vaccines'
-0.756877,-0.690559,-0.818835,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
2.353516,2.498723,2.177486,'Overall Health'
-0.73014,-0.787765,-0.638023,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.1,-1.00995,-1.189071,Caregiving
-0.988596,-1.097898,-0.758565,'Nutrition/Physical Activity/Obesity'
-0.32463,-0.246189,-0.40555,Caregiving
2.58078,2.771825,2.353994,'Screenings and Vaccines'
0.112073,0.091718,0.132583,'Overall Health'
-0.378104,-0.491518,-0.241957,'Cognitive Decline'
-0.222139,-0.269333,-0.168771,'Cognitive Decline'
-1.193579,-1.097898,-1.288087,'Smoking and Alcohol Use'
-0.418209,-0.449858,-0.375414,'Nutrition/Physical Activity/Obesity'
-1.162386,-1.158073,-1.12019,Caregiving
-1.242597,-1.153444,-1.326833,'Cognitive Decline'
-1.443124,-1.301568,-1.589441,'Overall Health'
0.709197,0.651809,0.748206,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-0.641017,-0.945146,-0.147246,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.823719,-0.815538,-0.810225,'Overall Health'
-0.351367,-0.260075,-0.444295,'Nutrition/Physical Activity/Obesity'
0.165546,0.063945,0.26604,'Screenings and Vaccines'
-1.193579,-1.246021,-1.021173,'Mental Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.801438,-0.815538,-0.758565,'Overall Health'
-0.801438,-0.852569,-0.719819,Caregiving
0.406179,0.531459,0.28326,'Screenings and Vaccines'
-1.416387,-1.278423,-1.559306,'Overall Health'
1.564778,1.637756,1.475762,'Screenings and Vaccines'
-0.302349,-0.348023,-0.241957,Caregiving
1.016671,0.536088,1.368135,'Screenings and Vaccines'
0.811688,0.36482,1.174407,'Overall Health'
-0.07063,-0.070292,-0.06545,'Screenings and Vaccines'
1.783129,1.790508,1.725455,'Overall Health'
1.301865,1.29522,1.273424,'Screenings and Vaccines'
0.455196,0.457398,0.446852,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.704741,0.85085,0.563089,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.681122,-0.64427,-0.711209,Caregiving
-0.449402,-0.357281,-0.539007,'Nutrition/Physical Activity/Obesity'
-0.222139,-0.366539,-0.05684,Caregiving
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
2.554043,2.804227,2.306638,'Screenings and Vaccines'
-1.398562,-1.264537,-1.537781,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.944035,-1.046981,-0.749955,'Cognitive Decline'
1.774217,1.369282,1.940708,'Overall Health'
-0.342455,-0.380425,-0.297923,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.068807,-1.019208,-1.107275,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-1.594633,-1.468207,-1.705678,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.199373,1.299849,1.088306,'Screenings and Vaccines'
-0.98414,-0.880342,-1.085749,'Mental Health'
0.811688,0.855479,0.756817,'Overall Health'
0.361617,0.374078,0.339226,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.095544,-0.963661,-1.227816,'Smoking and Alcohol Use'
1.92127,2.142301,1.70393,'Overall Health'
0.99439,0.786046,1.144272,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.417725,1.21653,1.527422,'Overall Health'
1.698462,1.86457,1.527422,'Screenings and Vaccines'
-0.342455,-0.250817,-0.43999,'Nutrition/Physical Activity/Obesity'
-1.429755,-1.310825,-1.555001,'Overall Health'
1.765304,1.614611,1.811556,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.162386,-1.05161,-1.275172,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.418209,-0.736847,0.024956,'Screenings and Vaccines'
2.193095,2.197847,2.099995,'Overall Health'
-0.088454,-0.010117,-0.168771,'Overall Health'
-0.222139,-0.236931,-0.203212,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
2.576324,2.75331,2.358299,'Screenings and Vaccines'
-0.841544,-0.746105,-0.939377,'Mental Health'
-0.502876,-0.371168,-0.633718,'Nutrition/Physical Activity/Obesity'
1.043408,1.193386,0.894579,'Screenings and Vaccines'
-0.436034,-0.801651,0.089532,'Mental Health'
-0.32463,-0.186013,-0.465821,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.153474,-1.084012,-1.214901,'Mental Health'
0.299231,0.429624,0.171328,'Overall Health'
-1.006421,-0.931259,-1.077139,Caregiving
0.548775,0.138006,0.920409,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.155296,-0.130467,-0.181687,Caregiving
0.098704,0.036172,0.162718,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.354001,-1.222877,-1.48612,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-0.369192,-0.297106,-0.43999,'Mental Health'
-0.957403,-0.884971,-1.021173,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
0.031862,-0.36191,0.468378,'Nutrition/Physical Activity/Obesity'
-0.476139,-0.773878,-0.061145,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-1.264878,-1.134929,-1.400019,'Cognitive Decline'
2.00148,2.170074,1.828777,'Overall Health'
0.21902,0.225955,0.201464,'Overall Health'
1.529128,1.688673,1.368135,Caregiving
2.603061,2.79497,2.371214,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.411931,-1.315454,-1.516255,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.957403,-1.056238,-0.767175,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.114706,1.290592,0.937629,'Screenings and Vaccines'
-0.337999,-0.287848,-0.392635,'Overall Health'
-0.948491,-0.940517,-0.939377,Caregiving
1.738567,1.94326,1.536032,'Overall Health'
2.077235,2.156188,1.957928,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.686916,0.596263,0.756817,'Screenings and Vaccines'
0.107616,-0.338766,0.597529,'Screenings and Vaccines'
-0.78807,-0.699816,-0.874801,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
0.544319,0.105604,0.937629,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.037614,-0.931259,-1.14602,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.944035,-0.84794,-1.034088,'Mental Health'
-0.244419,-0.334137,-0.134331,Caregiving
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-1.140106,-1.046981,-1.227816,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.538041,1.225788,1.699625,Caregiving
0.343792,-0.167498,0.855833,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.814807,-0.787765,-0.827446,Caregiving
-0.547438,-0.440601,-0.655243,'Nutrition/Physical Activity/Obesity'
-0.997509,-0.96829,-1.012563,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.311262,-0.287848,-0.332364,'Mental Health'
1.894533,2.142301,1.652269,'Overall Health'
-0.912842,-0.838682,-0.982428,'Nutrition/Physical Activity/Obesity'
2.121796,2.017322,2.091385,'Overall Health'
0.432915,0.531459,0.330616,'Cognitive Decline'
-1.055439,-1.08864,-0.960902,'Cognitive Decline'
-1.229229,-1.139558,-1.313917,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.55635,-0.64427,-0.43999,Caregiving
-1.416387,-1.394145,-1.447374,'Overall Health'
0.776039,0.587005,0.929019,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
2.046042,2.290424,1.815861,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.15793,-1.236764,-1.094359,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
2.17527,2.322826,2.005284,'Screenings and Vaccines'
2.063866,2.207105,1.901963,'Overall Health'
-1.518878,-1.389516,-1.654017,'Overall Health'
1.685094,1.799766,1.557558,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
1.288496,1.360024,1.200238,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.272494,0.411109,0.136888,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.681122,-0.602611,-0.75426,Caregiving
-1.095544,-0.977548,-1.214901,'Mental Health'
0.058599,0.096347,0.016346,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.21586,-1.121042,-1.305307,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.391472,-0.380425,-0.401245,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.050983,-1.000692,-1.090054,'Mental Health'
0.557688,0.587005,0.520038,'Overall Health'
-0.667754,-0.602611,-0.728429,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.499758,0.068574,0.903189,'Nutrition/Physical Activity/Obesity'
2.398078,2.012693,2.358299,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.050983,-0.959032,-1.13741,'Mental Health'
0.432915,-0.042519,0.890273,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.091088,-0.963661,-1.219206,'Mental Health'
0.709197,0.397222,0.97207,'Overall Health'
1.324145,1.480375,1.165797,'Screenings and Vaccines'
-0.168665,-0.449858,0.171328,'Screenings and Vaccines'
-0.663298,-0.528549,-0.801615,'Overall Health'
-1.055439,-0.931259,-1.180461,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.367369,-1.273795,-1.447374,'Smoking and Alcohol Use'
-1.376282,-1.273795,-1.473205,'Mental Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.507332,-0.426714,-0.590667,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
-1.416387,-1.352485,-1.490425,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.206948,-1.246021,-1.189071,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.101823,0.00377,-0.207517,'Overall Health'
2.585236,2.808856,2.349689,'Screenings and Vaccines'
0.397266,0.142635,0.636275,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.747964,-0.662786,-0.827446,Caregiving
1.956919,2.179332,1.742675,'Screenings and Vaccines'
1.604883,1.785879,1.419796,'Screenings and Vaccines'
-0.520701,-0.394312,-0.650938,'Overall Health'
1.671725,1.86457,1.484372,'Overall Health'
-0.534069,-0.880342,-0.000874,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.90393,-0.898857,-0.883411,Caregiving
-1.264878,-1.222877,-1.275172,'Mental Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.319689,1.447973,1.178712,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.395929,-0.334137,-0.452905,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-0.391472,-0.648899,-0.052535,'Mental Health'
-0.502876,-0.366539,-0.642328,'Overall Health'
-0.96186,-0.852569,-1.072834,'Mental Health'
1.426637,1.184128,1.566168,'Screenings and Vaccines'
0.152178,-0.061034,0.373666,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.609824,-0.463745,-0.758565,'Nutrition/Physical Activity/Obesity'
0.071967,-0.40357,0.601834,'Nutrition/Physical Activity/Obesity'
-0.052805,0.031543,-0.142941,'Nutrition/Physical Activity/Obesity'
1.653901,1.762735,1.527422,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.15084,-0.584095,0.386581,'Screenings and Vaccines'
0.227933,0.360192,0.093837,'Overall Health'
1.426637,1.526663,1.320779,'Overall Health'
-1.429755,-1.296939,-1.567916,'Overall Health'
1.774217,1.850683,1.669489,'Overall Health'
-1.037614,-1.144187,-0.801615,'Mental Health'
0.098704,0.221326,-0.022399,'Nutrition/Physical Activity/Obesity'
-0.431578,-0.324879,-0.539007,'Nutrition/Physical Activity/Obesity'
0.241301,-0.324879,0.838613,'Screenings and Vaccines'
-0.529613,-0.473003,-0.582057,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.266216,1.073035,1.38105,'Screenings and Vaccines'
-0.547438,-0.76462,-0.241957,'Cognitive Decline'
-0.654385,-0.80628,-0.427075,Caregiving
-1.394106,-1.287681,-1.51195,'Overall Health'
-1.264878,-1.315454,-1.236426,'Overall Health'
0.098704,-0.000859,0.201464,'Cognitive Decline'
0.535407,0.512944,0.541564,'Cognitive Decline'
-1.541159,-1.421918,-1.666932,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.725199,1.633127,1.73837,Caregiving
0.330424,-0.019375,0.67502,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.398562,-1.310825,-1.464595,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
1.587058,1.443344,1.643659,Caregiving
0.958741,1.105437,0.812782,'Screenings and Vaccines'
1.569234,1.642385,1.471457,Caregiving
-0.525157,-0.440601,-0.612193,'Overall Health'
2.277762,2.392259,2.121521,'Screenings and Vaccines'
-1.336176,-1.222877,-1.447374,'Smoking and Alcohol Use'
0.343792,0.443511,0.240209,'Screenings and Vaccines'
-1.184667,-1.121042,-1.232121,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.534069,-0.52392,-0.543312,'Nutrition/Physical Activity/Obesity'
-0.333542,-0.357281,-0.306533,'Overall Health'
0.196739,0.133378,0.25743,'Overall Health'
1.324145,1.466488,1.174407,'Screenings and Vaccines'
0.076423,0.12412,0.029261,'Screenings and Vaccines'
-0.20877,-0.181385,-0.233347,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.293437,-0.176756,-0.409855,'Nutrition/Physical Activity/Obesity'
-0.471683,-0.588724,-0.323754,'Cognitive Decline'
0.397266,0.540717,0.253125,'Screenings and Vaccines'
0.673548,0.809191,0.541564,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.367369,-1.255279,-1.48612,'Overall Health'
-0.404841,-0.653528,-0.078365,Caregiving
-0.155296,-0.218415,-0.08267,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.184667,-1.204362,-1.102969,'Nutrition/Physical Activity/Obesity'
0.036318,0.087089,-0.013789,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.1,-1.028465,-1.16324,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
1.497935,1.073035,1.72976,'Cognitive Decline'
1.716287,1.915487,1.523117,'Overall Health'
0.227933,0.318532,0.132583,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
1.787585,1.364653,1.957928,'Overall Health'
-0.177577,-0.121209,-0.233347,'Nutrition/Physical Activity/Obesity'
-0.449402,-0.385054,-0.517481,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.970772,-0.949775,-0.969513,'Overall Health'
-1.269334,-1.204362,-1.339748,'Overall Health'
-0.453858,-0.366539,-0.543312,'Overall Health'
-0.649929,-0.574837,-0.724124,'Nutrition/Physical Activity/Obesity'
-0.07063,-0.139725,-0.000874,'Screenings and Vaccines'
-1.15793,-1.05161,-1.266562,'Nutrition/Physical Activity/Obesity'
-0.248876,-0.310993,-0.177382,'Cognitive Decline'
0.571056,0.637923,0.498513,'Overall Health'
-0.476139,-0.588724,-0.332364,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
1.065689,0.61015,1.398271,'Screenings and Vaccines'
2.273305,2.452434,2.07847,'Overall Health'
-1.403018,-1.269166,-1.537781,'Overall Health'
